Kode,KodeSupplier,Nama,Harga,Satuan,Barcode
2959                ,199       ,S&F VIOLET REF 800,8000.00,PCS  ,8992779430800       
2961                ,00131     ,NIVEA ANTI AGEING Q10DAY,39945.00,PCS  ,8999777847005       
2962                ,00131     ,NIVEA ANTI AGEING Q10NIGH,39945.00,PCS  ,8999777847166       
2963                ,00131     ,NIVEA WHITE TONER 125,14135.00,PCS  ,8999777867195       
2964                ,00083     ,GATSBY S COL DEEP OCEAN 75,5613.75,PCS  ,8992222051385       
2965                ,00083     ,GATSBY S COL WF/WOODY 75,5615.00,PCS  ,8992222051422       
297                 ,A0044     ,HOT SEBLAK MANNA,12745.00,PCS  ,297                 
2971                ,00176     ,GARUDA KCG KULIT 200,8566.25,PACK ,8992775110126       
2974                ,00170     ,GARUDA KCG RS KEJU 100,3687.50,PCS  ,8992775112212       
2975                ,00176     ,GARUDA KCG TELOR 230,7373.75,PACK ,8992775212103       
2976                ,00158     ,VENESIA KLG 400,20068.75,PCS  ,8886015726409       
2977                ,A0002     ,TURBO JAGUNG KARAMEL 75,2203.75,PCS  ,8993172890123       
2978                ,A0002     ,TURBO JAGUNG AYAM BAWANG 75,2203.75,PCS  ,8993172890109       
2979                ,00083     ,GATSBY SC GS/FOUGERE 75,5615.00,PCS  ,8992222051408       
2980                ,00083     ,GATSBY S COL BM/OZONE 75,5728.75,PCS  ,8992222051361       
2981                ,00083     ,GATSBY SC ND/SPICY 75,5615.00,PCS  ,8992222051545       
2989                ,00016     ,BUMIFOOD BAKSO AYAM 25,11125.00,PCS  ,8992704001365       
299                 ,A0013     ,TARO NET SEAWEED 12,950.00,DOS  ,8999999000165       
2992                ,00004     ,LAURIER SC MAXI WING 20 P,4486.25,PCS  ,8992727001311       
2996                ,00069     ,COCA COLA 250,2965.00,PCS  ,8992761111519       
2998                ,00069     ,FANTA STRAWBERY 250,2965.00,DOS  ,8992761111540       
2999                ,00040     ,ALE ALE CUP 200,2965.00,PCS  ,8998866500319       
300                 ,00176     ,GARUDA PILUS PEDAS 95,1830.00,PACK ,8992775211410       
3005                ,00131     ,SWEETY SAFE&SOFT XL32,707.50,PCS  ,8992959508596       
3006                ,A0098     ,WRD SEAWEED BALANCING FW 60,765.00,PCS  ,8993137695022       
301                 ,00102     ,BELVITA SANDWICH 19,521.25,PCS  ,8992760131044       
3011                ,00016     ,FINNA KETAN PUTIH 500,8937.50,PCS  ,011747234078        
3012                ,00016     ,FINNA KETAN HITAM  500,8937.50,PCS  ,011747234092        
3016                ,00031     ,RESIK-V MAWAR 90,5000.00,PCS  ,8993417162114       
3017                ,00158     ,VENESIA KLG 900,36528.75,PCS  ,8992222071512       
302                 ,00089     ,VIVA WHTE CLEAN MASK CLEAN50,3773.75,PCS  ,8992796211208       
3021                ,00031     ,MIC MAC SAND CHICKEN 147,4000.00,PCS  ,8886015517151       
3023                ,00031     ,MIC MAC ORIGINAL CRACK 67,1593.75,PCS  ,8886015514679       
3025                ,00131     ,SOFTEX COMFORT SLIM 20,8458.75,PCS  ,8992959117514       
303                 ,A0012     ,PIATOS SAPI PGG 85,1087.50,PCS  ,8996196000950       
3032                ,00023     ,KARA NT LYCHEE 1000,7548.75,PCS  ,8993133750527       
3033                ,00040     ,SEDAP MIE AYAM BAWANG,1022.50,DOS  ,8998866200318       
3034                ,00040     ,SEDAP MIE SOTO,1022.50,DOS  ,8998866200325       
3035                ,00172     ,SIMBA TUFFIS 170,9445.00,PCS  ,8993172890062       
3036                ,00031     ,RESIK-V KENANGA 90,5000.00,PCS  ,8993417162121       
3037                ,00031     ,RESIK-V ANGGREK 90,5000.00,PCS  ,8993417162138       
3039                ,00043     ,BIRDY SUSU,1968.75,PCS  ,8992222180115       
3040                ,00043     ,BIRDY KOPI,1968.75,PCS  ,8992222071345       
